1,Bulbasaur,45,49,49,65,65,45,grass,poison,1,0,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
2,Ivysaur,60,62,63,80,80,60,grass,poison,1,0,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
3,Venusaur,80,100,123,122,120,80,grass,poison,1,0,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
4,Charmander,39,52,43,60,50,65,fire,,1,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
5,Charmeleon,58,64,58,80,65,80,fire,,1,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
6,Charizard,78,104,78,159,115,100,fire,flying,1,0,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2
7,Squirtle,44,48,65,50,64,43,water,,1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
8,Wartortle,59,63,80,65,80,58,water,,1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
9,Blastoise,79,103,120,135,115,78,water,,1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
10,Caterpie,45,30,35,20,20,45,bug,,1,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
11,Metapod,50,20,55,25,25,30,bug,,1,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
12,Butterfree,60,45,50,90,80,70,bug,flying,1,0,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
13,Weedle,40,35,30,20,20,50,bug,poison,1,0,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
14,Kakuna,45,25,50,25,25,35,bug,poison,1,0,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
15,Beedrill,65,150,40,15,80,145,bug,poison,1,0,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
16,Pidgey,40,45,40,35,35,56,normal,flying,1,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
17,Pidgeotto,63,60,55,50,50,71,normal,flying,1,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
18,Pidgeot,83,80,80,135,80,121,normal,flying,1,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
19,Rattata,30,56,35,25,35,72,normal,dark,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
20,Raticate,75,71,70,40,80,77,normal,dark,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
21,Spearow,40,60,30,31,31,70,normal,flying,1,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
22,Fearow,65,90,65,61,61,100,normal,flying,1,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
23,Ekans,35,60,44,40,54,55,poison,,1,0,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
24,Arbok,60,95,69,65,79,80,poison,,1,0,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
25,Pikachu,35,55,40,50,50,90,electric,,1,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
26,Raichu,60,85,50,95,85,110,electric,electric,1,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
27,Sandshrew,50,75,90,10,35,40,ground,ice,1,0,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
28,Sandslash,75,100,120,25,65,65,ground,ice,1,0,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
29,Nidoran♀,55,47,52,40,40,41,poison,,1,0,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
30,Nidorina,70,62,67,55,55,56,poison,,1,0,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
31,Nidoqueen,90,92,87,75,85,76,poison,ground,1,0,0.5,1,1,0,0.5,0.5,1,1,1,1,2,2,1,0.25,2,0.5,1,2
32,Nidoran♂,46,57,40,40,40,50,poison,,1,0,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
33,Nidorino,61,72,57,55,55,65,poison,,1,0,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
34,Nidoking,81,102,77,85,75,85,poison,ground,1,0,0.5,1,1,0,0.5,0.5,1,1,1,1,2,2,1,0.25,2,0.5,1,2
35,Clefairy,70,45,48,60,65,35,fairy,,1,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
36,Clefable,95,70,73,95,90,60,fairy,,1,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
37,Vulpix,38,41,40,50,65,65,fire,ice,1,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
38,Ninetales,73,67,75,81,100,109,fire,ice,1,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
39,Jigglypuff,115,45,20,45,25,20,normal,fairy,1,0,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1
40,Wigglytuff,140,70,45,85,50,45,normal,fairy,1,0,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1
41,Zubat,40,45,35,30,40,55,poison,flying,1,0,0.25,1,1,2,0.5,0.25,1,1,1,0.25,0,2,1,0.5,2,2,1,1
42,Golbat,75,80,70,65,75,90,poison,flying,1,0,0.25,1,1,2,0.5,0.25,1,1,1,0.25,0,2,1,0.5,2,2,1,1
43,Oddish,45,50,55,75,65,30,grass,poison,1,0,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
44,Gloom,60,65,70,85,75,40,grass,poison,1,0,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
45,Vileplume,75,80,85,110,90,50,grass,poison,1,0,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
46,Paras,35,70,55,45,55,25,bug,grass,1,0,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5
47,Parasect,60,95,80,60,80,30,bug,grass,1,0,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5
48,Venonat,60,55,50,40,55,45,bug,poison,1,0,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
49,Venomoth,70,65,60,90,75,90,bug,poison,1,0,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
50,Diglett,10,55,30,35,45,90,ground,ground,1,0,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
51,Dugtrio,35,100,60,50,70,110,ground,ground,1,0,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
52,Meowth,40,35,35,50,40,90,normal,dark,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
53,Persian,65,60,60,75,65,115,normal,dark,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
54,Psyduck,50,52,48,65,50,55,water,,1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
55,Golduck,80,82,78,95,80,85,water,,1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
56,Mankey,40,80,35,35,45,70,fighting,,1,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
57,Primeape,65,105,60,60,70,95,fighting,,1,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
58,Growlithe,55,70,45,70,50,60,fire,,1,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
59,Arcanine,90,110,80,100,80,95,fire,,1,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
60,Poliwag,40,50,40,40,40,90,water,,1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
61,Poliwhirl,65,65,65,50,50,90,water,,1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
62,Poliwrath,90,95,95,70,90,70,water,fighting,1,0,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5
63,Abra,25,20,15,105,55,90,psychic,,1,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
64,Kadabra,40,35,30,120,70,105,psychic,,1,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
65,Alakazam,55,50,65,175,105,150,psychic,,1,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
66,Machop,70,80,50,35,35,35,fighting,,1,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
67,Machoke,80,100,70,50,60,45,fighting,,1,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
68,Machamp,90,130,80,65,85,55,fighting,,1,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
69,Bellsprout,50,75,35,70,30,40,grass,poison,1,0,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
70,Weepinbell,65,90,50,85,45,55,grass,poison,1,0,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
71,Victreebel,80,105,65,100,70,70,grass,poison,1,0,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
72,Tentacool,40,40,35,50,100,70,water,poison,1,0,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5
73,Tentacruel,80,70,65,80,120,100,water,poison,1,0,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5
74,Geodude,40,80,100,30,30,20,rock,ground,1,0,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4
75,Graveler,55,95,115,45,45,35,rock,ground,1,0,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4
76,Golem,80,120,130,55,65,45,rock,ground,1,0,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4
77,Ponyta,50,85,55,65,65,90,fire,,1,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
78,Rapidash,65,100,70,80,80,105,fire,,1,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
79,Slowpoke,90,65,65,40,40,15,water,psychic,1,0,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5
80,Slowbro,95,75,180,130,80,30,water,psychic,1,0,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5
81,Magnemite,25,35,70,95,55,45,electric,steel,1,0,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1
82,Magneton,50,60,95,120,70,70,electric,steel,1,0,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1
83,Farfetch'd,52,90,55,58,62,60,normal,flying,1,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
84,Doduo,35,85,45,35,35,75,normal,flying,1,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
85,Dodrio,60,110,70,60,60,110,normal,flying,1,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
86,Seel,65,45,55,45,70,45,water,,1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
87,Dewgong,90,70,80,70,95,70,water,ice,1,0,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5
88,Grimer,80,80,50,40,50,25,poison,poison,1,0,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
89,Muk,105,105,75,65,100,50,poison,poison,1,0,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
90,Shellder,30,65,100,45,25,40,water,,1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
91,Cloyster,50,95,180,85,45,70,water,ice,1,0,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5
92,Gastly,30,35,30,100,35,80,ghost,poison,1,0,0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1
93,Haunter,45,50,45,115,55,95,ghost,poison,1,0,0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1
94,Gengar,60,65,80,170,95,130,ghost,poison,1,0,0.25,2,1,1,0.5,0,1,1,2,0.5,2,1,0,0.25,2,1,1,1
95,Onix,35,45,160,30,45,70,rock,ground,1,0,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4
96,Drowzee,60,48,45,43,90,42,psychic,,1,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
97,Hypno,85,73,70,73,115,67,psychic,,1,0,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
98,Krabby,30,105,90,25,25,50,water,,1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
99,Kingler,55,130,115,50,50,75,water,,1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
100,Voltorb,40,30,50,55,55,100,electric,,1,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
101,Electrode,60,50,70,80,80,150,electric,,1,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
102,Exeggcute,60,40,80,60,45,40,grass,psychic,1,0,4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5
103,Exeggutor,95,105,85,125,75,45,grass,psychic,1,0,4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5
104,Cubone,50,50,95,40,50,35,ground,,1,0,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
105,Marowak,60,80,110,50,80,45,ground,fire,1,0,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
106,Hitmonlee,50,120,53,35,110,87,fighting,,1,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
107,Hitmonchan,50,105,79,35,110,76,fighting,,1,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
108,Lickitung,90,55,75,60,75,30,normal,,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
109,Koffing,40,65,95,60,45,35,poison,,1,0,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
110,Weezing,65,90,120,85,70,60,poison,,1,0,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
111,Rhyhorn,80,85,95,30,30,25,ground,rock,1,0,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4
112,Rhydon,105,130,120,45,45,40,ground,rock,1,0,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4
113,Chansey,250,5,5,35,105,50,normal,,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
114,Tangela,65,55,115,100,40,60,grass,,1,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
115,Kangaskhan,105,125,100,60,100,100,normal,,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
116,Horsea,30,40,70,70,25,60,water,,1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
117,Seadra,55,65,95,95,45,85,water,,1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
118,Goldeen,45,67,60,35,50,63,water,,1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
119,Seaking,80,92,65,65,80,68,water,,1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
120,Staryu,30,45,55,70,55,85,water,,1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
121,Starmie,60,75,85,100,85,115,water,psychic,1,0,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5
122,Mr. Mime,40,45,65,100,120,90,psychic,fairy,1,0,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1
123,Scyther,70,110,80,55,80,105,bug,flying,1,0,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
124,Jynx,65,50,35,115,95,95,ice,psychic,1,0,2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1
125,Electabuzz,65,83,57,95,85,105,electric,,1,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
126,Magmar,65,95,57,100,85,93,fire,,1,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
127,Pinsir,65,155,120,65,90,105,bug,,1,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
128,Tauros,75,100,95,40,70,110,normal,,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
129,Magikarp,20,10,55,15,20,80,water,,1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
130,Gyarados,95,155,109,70,130,81,water,flying,1,0,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5
131,Lapras,130,85,80,85,95,60,water,ice,1,0,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5
132,Ditto,48,48,48,48,48,48,normal,,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
133,Eevee,55,55,50,45,65,55,normal,,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
134,Vaporeon,130,65,60,110,95,65,water,,1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
135,Jolteon,65,65,60,110,95,130,electric,,1,0,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
136,Flareon,65,130,60,95,110,65,fire,,1,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
137,Porygon,65,60,70,85,75,40,normal,,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
138,Omanyte,35,40,100,90,55,35,rock,water,1,0,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1
139,Omastar,70,60,125,115,70,55,rock,water,1,0,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1
140,Kabuto,30,80,90,55,45,55,rock,water,1,0,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1
141,Kabutops,60,115,105,65,70,80,rock,water,1,0,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1
142,Aerodactyl,80,135,85,70,95,150,rock,flying,1,0,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2
143,Snorlax,160,110,65,65,110,30,normal,,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
144,Articuno,90,85,100,95,125,85,ice,flying,1,1,0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1
145,Zapdos,90,90,85,125,90,100,electric,flying,1,1,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1
146,Moltres,90,100,90,125,85,90,fire,flying,1,1,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2
147,Dratini,41,64,45,50,50,50,dragon,,1,0,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
148,Dragonair,61,84,65,70,70,70,dragon,,1,0,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
149,Dragonite,91,134,95,100,100,80,dragon,flying,1,0,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5
150,Mewtwo,106,150,70,194,120,140,psychic,,1,1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
151,Mew,100,100,100,100,100,100,psychic,,1,1,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
152,Chikorita,45,49,65,49,65,45,grass,,2,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
153,Bayleef,60,62,80,63,80,60,grass,,2,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
154,Meganium,80,82,100,83,100,80,grass,,2,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
155,Cyndaquil,39,52,43,60,50,65,fire,,2,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
156,Quilava,58,64,58,80,65,80,fire,,2,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
157,Typhlosion,78,84,78,109,85,100,fire,,2,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
158,Totodile,50,65,64,44,48,43,water,,2,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
159,Croconaw,65,80,80,59,63,58,water,,2,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
160,Feraligatr,85,105,100,79,83,78,water,,2,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
161,Sentret,35,46,34,35,45,20,normal,,2,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
